Ob,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Income,poverty_rate,percent_completed_hs
26635,VA,Gate City town,95,3,0.5,0.2,0.6,34722,25.2,77.9
26636,VA,George Mason CDP,67.1,9.4,0.4,14.9,9.7,112895,4.5,93.2
26637,VA,Glade Spring town,93.8,4.8,0.2,0.1,1,44342,16.6,87.2
26638,VA,Glasgow town,82.5,13.5,0.5,0.3,3,43882,16.7,74.4
26639,VA,Glen Allen CDP,63.8,25.6,0.2,6.3,3.9,68292,5.2,94.5
26640,VA,Glen Lyn town,100,0,0,0,2.6,33750,9.9,88.9
26641,VA,Glenvar CDP,95.4,3.8,0,0.1,0.2,26899,8.6,72.6
26642,VA,Gloucester Courthouse CDP,84.6,11.6,0.2,1.3,2.1,54919,9.2,92.3
26643,VA,Gloucester Point CDP,88.1,7.5,0.2,0.9,2.4,49860,11.6,91.3
26644,VA,Goochland CDP,84.6,9.6,0.6,2.4,2.6,96531,0.4,95.7
26645,VA,Gordonsville town,70.7,23.7,0,0.5,4.3,35000,15.6,75
26646,VA,Goshen town,98.1,1.4,0.3,0,1.1,31964,17.1,72.7
26647,VA,Gratton CDP,97.4,1.2,0,0.4,0.2,43417,14.7,82.1
26648,VA,Great Falls CDP,80.5,1.8,0.1,13.5,3.9,234091,1.9,99
26649,VA,Greenbackville CDP,95.3,2.1,0,0,1,-,0,100
26650,VA,Greenbriar CDP,68,5.4,0.2,17.8,12.8,93920,4.4,97.7
26651,VA,Greenbush CDP,59.5,25,3.6,0.5,23.2,(X),4.6,81.5
26652,VA,Greenville CDP,82.2,15.7,1.1,0.1,1.6,58875,0,87.9
26653,VA,Gretna town,61.4,36.9,0.2,0.5,0.7,25216,25.5,74.7
26654,VA,Grottoes town,92.2,3.5,0.4,0.6,5,46929,13.3,83.7
26655,VA,Groveton CDP,50.5,22.8,0.5,8,28.2,82522,10.6,78.5
26656,VA,Grundy town,85.9,10,0.1,1.5,3.1,40066,12.9,81.3
26657,VA,Gwynn CDP,93,1.7,0.2,0.8,1.5,59135,1,93.8
26658,VA,Halifax town,62,35.8,0.4,0.6,1,50774,15.7,86.9
26659,VA,Hallwood town,83.5,12.6,0.5,0,4.9,33295,24.7,81
26660,VA,Hamilton town,95.1,3,0,0.4,3.2,93125,3,89.3
26661,VA,Hampden-Sydney CDP,85.4,11.7,0.3,0.8,2.8,110962,9.9,90.4
26662,VA,Hampton city,42.7,49.6,0.4,2.2,4.5,49190,15.3,89.9
26663,VA,Hanover CDP,84.5,13.5,0,1.6,0.8,74250,0,71.3
26664,VA,Harborton CDP,92.4,7.6,0,0,0.8,-,0,100
26665,VA,Harrisonburg city,78.4,6.4,0.3,3.5,15.7,38750,32.5,84.1
26666,VA,Harriston CDP,91.1,3.5,0.3,0.4,4.6,46794,3.2,67.3
26667,VA,Hayfield CDP,77.5,10.8,0.3,6.3,7.5,139464,1.4,97.6
26668,VA,Haymarket town,73.3,8.1,0.5,10.1,9.7,124167,2.7,93.1
26669,VA,Haysi town,98,0.8,0.2,0.4,0.2,38750,14.9,63.4
26670,VA,Heathsville CDP,85.2,11.3,0,0,3.5,147321,0,100
26671,VA,Henry Fork CDP,67.5,18.7,1,0.1,14.3,34649,29.9,87.7
26672,VA,Herndon town,50.7,9.5,0.7,17.9,33.6,101872,7.8,84.3
26673,VA,Highland Springs CDP,29.7,66.1,0.5,0.5,2.1,41124,20.9,83.3
26674,VA,Hillsboro town,81.3,1.3,0,7.5,1.3,142500,3.6,98.3
26675,VA,Hillsville town,97.4,0.6,0.2,0.7,2.3,30008,21.9,78.5
26676,VA,Hiwassee CDP,97.7,0.4,0,0.4,0.4,(X),13.8,93.6
26677,VA,Hollins CDP,85.5,8.7,0.1,3.2,2.9,58687,8.5,87.4
26678,VA,Hollymead CDP,82.9,5.3,0.2,7.9,2.9,84479,3,89.9
26679,VA,Honaker town,98.8,0.2,0.3,0,0.3,29643,28.4,79.5
26680,VA,Hopewell city,55.4,37,0.4,0.8,6.6,39064,19,80.9
26681,VA,Horntown CDP,52.4,44.9,0.3,0.5,1.9,(X),8.6,73
26682,VA,Horse Pasture CDP,66.7,30.6,0.1,0.3,1.1,27103,23.1,83.3
26683,VA,Hot Springs CDP,81.4,16.3,0.1,0.4,2.8,36693,6.2,84.1
26684,VA,Huntington CDP,62.3,13.5,0.4,9.5,21.7,86970,6.7,91.6
26685,VA,Hurt town,84.6,14.2,0,0.5,0.8,39018,12.8,86.2
26686,VA,Hybla Valley CDP,38.7,31.8,0.5,8.9,31.1,57148,15.4,72.6
26687,VA,Idylwood CDP,59.4,5.6,0.4,21.4,20.1,101918,6.7,88.8
26688,VA,Independence town,87.1,8.1,0.5,0,4.8,18715,35.2,74.6
26689,VA,Independent Hill CDP,75.4,14.2,0.4,4,9.6,138565,4.4,93.6
26690,VA,Innsbrook CDP,62.6,11.4,0.3,22.1,3.8,80238,5.3,97.6
26691,VA,Iron Gate town,94.8,3.9,0,0,1,29423,12.7,85.4
26692,VA,Irvington town,97.7,0.7,0.2,0.5,1.9,60417,4.9,97.1
26693,VA,Ivanhoe CDP,97.1,0.4,1.5,0,1.5,(X),14.2,41.4
26694,VA,Ivor town,82.6,12.7,0.6,0.9,0.6,41000,12.8,86.7
26695,VA,Ivy CDP,91.4,5.1,0,2.3,2.4,124583,9.2,100
26696,VA,Jarratt town,47.5,50.2,0.8,0,2.2,42500,6.2,85.3
26697,VA,Jolivue CDP,91.2,4.4,0.4,2.2,2.6,31548,16.5,83.5
26698,VA,Jonesville town,98.5,0.3,0.2,0.2,0.4,26842,23.4,84.6
26699,VA,Keller town,74.7,21.9,2.2,0,1.7,26563,46.5,89.8
26700,VA,Kenbridge town,53.1,37.4,0.5,0.2,9.5,37955,24.1,78.5
26701,VA,Keokee CDP,99,0.5,0,0,0.7,15227,49.7,60.2
26702,VA,Keysville town,64.8,29.6,0.5,0.6,3.7,22400,28.7,77.9
26703,VA,Kilmarnock town,65.4,32.1,0.1,1,1.1,28672,15.2,89.8
26704,VA,King and Queen Court House CDP,57.6,41.2,0,0,0,(X),0,100
26705,VA,King George CDP,75.4,18.3,0.4,1.1,3.6,83208,5.6,90.3
26706,VA,King William CDP,63.5,23.8,1.6,1.6,0.4,(X),0,61.2
26707,VA,Kings Park CDP,71.3,4.1,0.3,16.1,16.1,114886,3.7,96.8
26708,VA,Kings Park West CDP,70.7,5.1,0.2,17,10,137297,7.7,94.8
26709,VA,Kingstowne CDP,62.8,16.9,0.3,13,9,123087,2.3,97.5
26710,VA,La Crosse town,61.3,31.8,0,0.3,20.5,31250,22.5,70.5
26711,VA,Lafayette CDP,96.7,1.1,0,0,3.1,21778,50,81.8
26712,VA,Lake Barcroft CDP,72.7,5.2,0.3,11.5,18.8,117974,5.9,92.2
26713,VA,Lake Caroline CDP,78.7,15.6,0.9,0.7,4.6,62277,6.4,97.5
26714,VA,Lake Holiday CDP,94.8,1.6,0.4,0.5,3.3,95313,5,96
26715,VA,Lake Land'Or CDP,72.3,20.7,0.5,0.9,6,75907,7.3,92.4
26716,VA,Lake Monticello CDP,89.3,6.4,0.2,0.9,3.2,72144,1.4,97.3
26717,VA,Lake of the Woods CDP,89.7,5.2,0.3,1.1,3.5,71980,8.7,94.6
26718,VA,Lake Ridge CDP,62.1,20.2,0.6,6.7,15.4,98353,4.7,93.6
26719,VA,Lake Wilderness CDP,83.9,8.9,0.3,1,6.5,77036,7,94.4
26720,VA,Lakeside CDP,74.4,16.7,0.4,2.6,7.6,45088,17.8,83.7
26721,VA,Lansdowne CDP,68.4,9.3,0.3,15.8,7.2,116545,5,95.9
26722,VA,Laurel CDP,54.9,30.4,0.4,6.2,11,54054,10.2,89.2
26723,VA,Laurel Hill CDP,40.8,19.8,0.3,30.7,8.4,118515,2.8,96.1
26724,VA,Laurel Park CDP,35.3,61.3,0,1,3.4,31875,18.7,83.4
26725,VA,Lawrenceville town,19.7,76.9,0.2,0.6,1.8,28750,39.8,77.7
26726,VA,Laymantown CDP,96.4,1.5,0.2,0.7,0.9,56745,11.8,91.7
26727,VA,Lebanon town,94.7,2.9,0.3,0.9,1.4,35750,30.5,81.2
26728,VA,Lee Mont CDP,76.8,8.8,0,0,12,74457,0,64.6
26729,VA,Leesburg town,71.1,9.5,0.4,7.1,17.4,103238,5.8,89.7
26730,VA,Lexington city,85.2,9.7,0.1,2.2,3.8,34017,20.2,80
26731,VA,Lincolnia CDP,47.6,20.8,0.5,15.3,26.3,90126,10.2,84.6
26732,VA,Linton Hall CDP,68,12,0.4,11,12.5,130871,2.3,96.8
26733,VA,Loch Lomond CDP,65.8,5.6,0.8,2.7,41.6,80795,13,73.2
26734,VA,Long Branch CDP,71,2.5,0.3,21.8,7.3,145329,5.5,92.9
26735,VA,Lorton CDP,39,29.9,0.3,18.2,16.7,96481,4.1,94.7
26736,VA,Loudoun Valley Estates CDP,29.3,4.2,0.3,61,3.3,188911,0.8,98.4
26737,VA,Louisa town,64.9,27.3,0.1,1.5,7.5,40833,15.1,80.2
26738,VA,Lovettsville town,87,6,0.3,1.7,7.3,103750,2.4,92.5
26739,VA,Lovingston CDP,72.5,19.6,0.6,1.3,2.7,19531,44.6,72.8
26740,VA,Low Moor CDP,89.1,6.6,0.4,0,2.3,(X),53.3,57.1
26741,VA,Lowes Island CDP,75,4.6,0.3,14.7,6.3,150956,2.6,95.7
26742,VA,Lunenburg CDP,72.1,23.6,0.6,0,1.2,(X),37.2,94.8
26743,VA,Luray town,92.1,4.8,0.2,0.5,2.6,39152,20.3,76.3
26744,VA,Lynchburg city,64.4,29.3,0.3,2.5,3,39589,24.8,88.3
26745,VA,Lyndhurst CDP,92.6,4.2,0.3,0.4,2.1,59612,15.4,82.8
26746,VA,Madison Heights CDP,73.7,21.7,0.9,0.7,1.6,37775,15.4,82.2
26747,VA,Madison town,73.4,18.3,1.7,0,0.9,33750,24.2,70.8
26748,VA,Makemie Park CDP,10.3,88.4,0,0,0,31000,0,94.5
26749,VA,Manassas city,61.7,13.7,0.6,5,31.4,72890,9.7,81.5
26750,VA,Manassas Park city,55.9,13,0.4,9,32.5,73528,7.9,82.3
26751,VA,Manchester CDP,54.8,31.8,0.6,2.9,13.3,53571,12.1,90.2
26752,VA,Mantua CDP,73.5,2.6,0.3,19.7,6.2,112008,5.2,93.4
26753,VA,Mappsburg CDP,80,18.3,0,0,0,32273,15.2,100
26754,VA,Mappsville CDP,28.2,34.3,0,0,50.5,25789,1.2,87
26755,VA,Marion town,89.4,7.1,0.2,0.6,2.5,31210,22.9,82.1
26756,VA,Marshall CDP,75.8,11.1,0.5,0.6,19.7,39167,12.2,91.1
26757,VA,Martinsville city,49.9,45,0.2,0.9,4,29587,23.6,78.1
26758,VA,Marumsco CDP,43.1,22.4,0.9,6.8,41,69623,11.7,77.7
26759,VA,Mason Neck CDP,89.8,4.1,0.1,3.1,5.6,149750,3.4,95.5
26760,VA,Massanetta Springs CDP,92.9,1.7,0.1,2.9,3.5,76779,2,94.1
26761,VA,Massanutten CDP,96.1,1.2,0,0.6,3.1,80774,7.4,95.6
26762,VA,Mathews CDP,86.3,8.8,0.4,0,0.7,43734,33.3,92.7
26763,VA,Matoaca CDP,59.6,37.3,0.1,0.4,2.6,55299,10.3,88.7
26764,VA,Maurertown CDP,95.8,1.8,0.1,0.5,1.6,43036,21.3,78.4
26765,VA,Max Meadows CDP,95.7,3.4,0,0.4,0.7,16453,12.2,80.5
26766,VA,McKenney town,60.9,35.6,0,0.2,1.4,40357,21.6,68.3
26767,VA,McLean CDP,79.3,1.8,0.1,14.9,4.9,186962,2.5,98.2
26768,VA,McMullin CDP,97.8,1.3,0,0.4,0.4,(X),11.2,71.5
26769,VA,McNair CDP,36.3,14.9,0.3,40.5,10.2,106098,2,93
26770,VA,Meadow View CDP,95.1,2.6,0,0.2,1.6,39219,22,78
26771,VA,Meadowbrook CDP,39.1,43.1,0.7,4.2,15.4,57253,9.9,83.9
26772,VA,Mechanicsville CDP,87,8.5,0.5,1.8,2.3,73497,5.9,92.2
26773,VA,Melfa town,80.9,15.2,1,0,1,53472,8.9,83.7
26774,VA,Merrifield CDP,49.6,6,0.5,35.3,15.1,108154,7,94.6
26775,VA,Merrimac CDP,89.4,5.2,0.4,1.3,4.8,24583,32.7,77.6
26776,VA,Metompkin CDP,15.8,71.3,0,0.2,20.5,(X),19.1,69.1
26777,VA,Middlebrook CDP,97.2,0,0,0,2.3,(X),48.8,83.5
26778,VA,Middleburg town,78.3,17.5,0.1,0.6,6.2,56250,8.7,94.4
26779,VA,Middletown town,89.6,5.8,0.2,0.5,3.7,60625,10.3,88.2
26780,VA,Midland CDP,87.2,9.2,0,0.9,11,29313,41.4,84.7
26781,VA,Mineral town,87.6,8.4,1.3,0.2,6.2,55500,10.5,79.2
26782,VA,Modest Town CDP,73.2,22.1,0,0,14.1,(X),0,56.8
26783,VA,Montclair CDP,67.9,18.4,0.6,5.5,9.9,125225,1.8,96.8
26784,VA,Monterey town,98.6,0.7,0.7,0,0.7,40625,13.5,84
26785,VA,Montrose CDP,28.3,66.7,0.4,1,2.6,31476,26.2,80.5
26786,VA,Montross town,79.7,19.5,0,0.3,10.2,41591,23.2,82
26787,VA,Montvale CDP,93.4,4.7,0.3,0.6,1,31563,9.7,79.8
26788,VA,Moorefield Station CDP,49.4,6.5,1.3,39,7.8,100238,1.2,97.9
26789,VA,Motley CDP,72.3,25.7,0.2,0.2,0.4,43173,13.5,83.1
26790,VA,Mount Crawford town,94.5,3,0,0.5,2.3,56458,3.9,90.9
26791,VA,Mount Hermon CDP,88.1,8.5,0.2,1.4,1.5,65347,10.9,88.3
26792,VA,Mount Jackson town,84.1,1.1,0.9,0.7,20.5,35750,20.9,70.4
26793,VA,Mount Sidney CDP,95,2.4,0.6,0,3.5,(X),3.2,87.4
26794,VA,Mount Vernon CDP,71.5,12.8,0.4,6.7,13.5,124735,6.5,90.7
26795,VA,Mountain Road CDP,34.6,63.6,0,0,0.6,33321,13.4,66.7
26796,VA,Narrows town,97.5,0.7,0.2,0.3,1.5,43798,15.4,87.4
26797,VA,Nassawadox town,55.7,41.1,0,0.2,2.8,33750,13.7,73.2
26798,VA,Nathalie CDP,42.1,55.2,1.1,0,2.2,63750,54.8,100
26799,VA,Neabsco CDP,38.9,38.3,0.4,10.4,14.7,121721,4.7,92.4
26800,VA,Nellysford CDP,95.2,2.9,0.1,0.7,0.7,72357,10,92.8
26801,VA,Nelsonia CDP,36.5,53.9,0,0.6,14.7,55361,4.1,86.6
26802,VA,New Baltimore CDP,90.2,4.3,0.2,1.9,5,122863,3.9,93.6
26803,VA,New Castle town,98,0,0.7,0,0,33750,23.5,90.2
26804,VA,New Church CDP,78,16.6,0.5,1,3.9,(X),26.5,81.6
26805,VA,New Hope CDP,97.2,1.8,0,0.1,0.3,45278,14.8,83.1
26806,VA,New Kent CDP,84.1,10,0,0.4,2.5,(X),0,100
26807,VA,New Market town,88,1.5,0.4,0.4,11.7,36815,20.7,71.4
26808,VA,New River CDP,57.8,38.1,0.8,0,1.2,85250,1.4,85.5
26809,VA,Newington CDP,58.7,15.4,0.3,14.4,14.2,131429,4.6,94.7
26810,VA,Newington Forest CDP,64.4,11.2,0.4,14.6,13.3,119000,2.5,95.8
26811,VA,Newport News city,49,40.7,0.5,2.7,7.5,50077,15.7,89
26812,VA,Newsoms town,50.2,48.6,0.3,0,1.2,52604,20.1,76.2
26813,VA,Nickelsville town,94.5,0.3,1,0,4.7,48611,26.7,81
26814,VA,Nokesville CDP,90.8,3.2,0.4,1.9,5.2,104125,1,91
26815,VA,Norfolk city,47.1,43.1,0.5,3.3,6.6,44480,21,87
26816,VA,North Shore CDP,97.3,1.3,0.5,0.3,1,69637,2.7,92.2
26817,VA,North Springfield CDP,56.4,6.3,0.6,21.3,26,103971,6.3,85.4
26818,VA,Norton city,88.7,6.3,0.1,1.4,1.7,27731,24,82
26819,VA,Nottoway Court House CDP,50,45.2,0,0,0,-,23.7,83.7
26820,VA,Oak Grove CDP,29.3,12.3,0.6,45.7,15.2,86989,1.4,83.8
26821,VA,Oak Hall CDP,65.9,27.8,0.8,0,2.7,(X),23,100
26822,VA,Oak Level CDP,92.3,6.8,0.4,0.1,0.2,35870,16.6,74.6
26823,VA,Oakton CDP,66.3,5,0.3,19.9,11.8,120762,6.6,93.9
26824,VA,Occoquan town,80.9,11.6,1.1,3.3,4,86563,7.8,99
26825,VA,Onancock town,60.6,34.4,0.2,1,4.2,32250,28.9,79.1
26826,VA,Onley town,73.4,16.7,0.4,0.8,9.7,59286,12.1,92.3
26827,VA,Opal CDP,83.2,8.2,0.3,1.4,7.7,82727,0,94.2
26828,VA,Orange town,72.1,22.9,0.4,0.3,3.5,37008,29.5,77
26829,VA,Painter town,65.5,27.1,3.9,2.6,14.4,49375,21.7,81.4
26830,VA,Palmyra CDP,77.9,15.4,0,0,5.8,66786,0,100
26831,VA,Pamplin City town,84.9,13.2,0.5,0,0.9,50000,39.5,78.6
26832,VA,Pantops CDP,77.4,13,0.3,5.1,5,62243,2.5,92.3
26833,VA,Parksley town,74.7,14.3,1.3,1.4,16,42589,13.8,89.6
26834,VA,Parrott CDP,98.2,0.9,0,0.7,0,14405,68.8,66.6
26835,VA,Passapatanzy CDP,78.8,16,0.2,0.7,3.3,72188,1.2,95.1
26836,VA,Pastoria CDP,35.4,53,0.9,0.6,14.6,33000,15.6,57.8
26837,VA,Patrick Springs CDP,87.6,9,0.1,0.1,3,31856,9.2,82.8
26838,VA,Pearisburg town,96.3,2.3,0.1,0.4,1,46792,7.8,86.9
26839,VA,Pembroke town,91.3,6.2,0.2,0.2,0.9,39474,16.1,83.4
26840,VA,Penhook CDP,85.5,12.4,0,0.6,2.1,80375,10.2,92.4
26841,VA,Pennington Gap town,95.2,2.4,0.2,0.1,1.6,22669,37.8,55.8
26842,VA,Petersburg city,16.1,79.1,0.3,0.8,3.8,31798,28,77.9
26843,VA,Phenix town,92,6.2,0,0,0,31250,14.7,90.1
26844,VA,Pimmit Hills CDP,69.5,3.7,0.9,15.4,19.9,101852,3.9,87.4
26845,VA,Piney Mountain CDP,61.5,27.1,0.2,2.7,7.3,56902,6.1,90.3
26846,VA,Plum Creek CDP,94.4,1.4,0.6,0.7,2.7,30022,19.9,85.4
26847,VA,Pocahontas town,92.3,3.9,0.5,0,1,20750,29.9,83.3
26848,VA,Poquoson city,95.1,0.6,0.3,2.1,1.8,83735,4.2,93.6
26849,VA,Port Royal town,50.8,42.9,0.8,0,4,(X),57.6,83.9
26850,VA,Portsmouth city,41.6,53.3,0.4,1.1,3.1,45676,18.2,83.6
26851,VA,Potomac Mills CDP,49,22.6,1.5,10.3,27.1,77757,7.8,84.4
26852,VA,Pound town,97.1,0.6,0,0,1.1,34130,19.2,78.2
26853,VA,Prices Fork CDP,91.7,3.1,0.2,3.5,3,68646,9.2,90
26854,VA,Prince George CDP,70.5,22.2,0.5,1,6.2,51743,15.3,83.7
26855,VA,Pulaski town,89,7.8,0.3,0.6,1.9,37485,21.1,80.4
26856,VA,Pungoteague CDP,62.2,33.7,1.4,0,2,25563,15.1,96.5
26857,VA,Purcellville town,86,5.2,0.2,3.2,6.6,124276,3.4,95.1
26858,VA,Quantico Base CDP,75.6,12.3,0.2,2.6,15.7,59019,4.6,98.2
26859,VA,Quantico town,60,24.6,0.2,9,9.2,53611,17.5,85.6
26860,VA,Quinby CDP,90.8,7.1,0.7,0,3.2,(X),19.4,82
26861,VA,Radford city,87,7.8,0.2,1.6,2.3,29912,39,89.4
26862,VA,Raven CDP,98.3,0.3,0,0,0.3,23600,27.5,51.3
26863,VA,Ravensworth CDP,66.5,2.5,0.2,21.7,14.4,104167,2,84.7
26864,VA,Remington town,74.4,17.6,0.2,0.7,6.2,53125,20,85.4
26865,VA,Reston CDP,70.1,9.7,0.3,10.9,12.8,110401,7.3,95.5
26866,VA,Rich Creek town,95.6,1,0,1.4,1.7,33906,18.6,86.1
26867,VA,Richlands town,96.8,0.7,0.1,1.4,0.4,32321,21.9,76.2
26868,VA,Richmond city,40.8,50.6,0.3,2.3,6.3,40758,25.5,83.2
26869,VA,Ridgeway town,77.8,15.2,1.1,1.9,5.4,32159,25.7,80.8
26870,VA,Riner CDP,96.2,1.7,0.1,0,1.6,71523,9.1,84.2
26871,VA,Rivanna CDP,93.6,3,0.2,0.8,1.7,149479,0.9,98.2
26872,VA,Riverdale CDP,69,27.2,0.7,0.1,3.9,40104,27,80.5
26873,VA,Riverview CDP,98.7,0.4,0.3,0,1,32672,17.7,62
26874,VA,Roanoke city,64.2,28.5,0.3,1.8,5.5,39930,21.2,84.4
26875,VA,Rockwood CDP,69.3,20.9,0.2,4.1,5.5,66649,9.4,91.4
26876,VA,Rocky Mount town,74.3,19,0.4,1.3,4.8,24444,29.7,73.4
26877,VA,Rose Hill CDP (Fairfax County),66,11,0.4,9.8,20.9,109375,4.4,91.2
26878,VA,Rose Hill CDP (Lee County),98.2,0,0.3,0,1.1,19375,37.1,64.4
26879,VA,Round Hill town,93.3,2.8,0.2,1.1,3.5,114167,0.9,94.7
26880,VA,Ruckersville CDP,85.5,6.9,0.6,1.1,6.1,53962,29.8,76.2
26881,VA,Rural Retreat town,97.6,0.8,0.1,0.1,1.1,49537,6.6,84.4
26882,VA,Rushmere CDP,38,60.1,0.5,0.2,0.4,28750,22.5,69.6
26883,VA,Rustburg CDP,75.5,19.6,0,1,1.5,33015,4.7,78.2
26884,VA,Salem city,88.2,7.1,0.2,1.6,2.4,50068,11.2,90
26885,VA,Saltville town,98.5,0.4,0.1,0.1,0.5,27536,34.2,79.1
26886,VA,Saluda CDP,65.3,31.7,0.1,0.3,2.3,42292,13.8,70.8
26887,VA,Sandston CDP,60.6,32.9,0.9,1.3,4.7,46890,16.8,82.2
26888,VA,Sandy Level CDP,35.3,62.4,0,0,0.8,31750,26.6,63.3
26889,VA,Sanford CDP,85.4,9.9,0,0.5,3.8,53214,4.7,82.3
26890,VA,Savage Town CDP,0,94.9,0,0,7.7,-,0,100
26891,VA,Savageville CDP,21.1,77.7,0,0.6,0,(X),15.9,100
26892,VA,Saxis town,97.5,0.4,0,0,0,32917,15.7,65.7
26893,VA,Schuyler CDP,92.3,1.7,0.3,0.3,1,25694,8.9,64.4
26894,VA,Scotland CDP,64.5,33.5,0,0,0.5,43125,0,100
26895,VA,Scottsburg town,89.1,10.9,0,0,6.7,38125,10.8,93.8
26896,VA,Scottsville town,91.3,5.7,0,1.1,1.8,43036,19,79.4
26897,VA,Sedley CDP,86.6,11.7,0.2,0.4,0,60417,7.4,89.1
26898,VA,Selma CDP,98.3,0.8,0.4,0,0.4,45774,3.4,70.8
26899,VA,Seven Corners CDP,44.4,7.2,0.9,19.9,44.3,56111,19.8,74.7
26900,VA,Seven Mile Ford CDP,96.8,2.3,0,0,0.3,25750,25.3,75.5
26901,VA,Shawneeland CDP,96,1.4,0.1,0.5,2.1,63190,1.7,88.6
26902,VA,Shawsville CDP,94.7,3.1,0.3,0.1,1.2,32366,49.6,83.3
26903,VA,Shenandoah Farms CDP,95,1.7,0.5,0.6,2.2,79412,13.6,87.4
26904,VA,Shenandoah Retreat CDP,95.8,1.2,1,0.8,1.9,77396,4.3,86.6
26905,VA,Shenandoah Shores CDP,94.2,2.1,0,0.5,3.7,57132,0.9,86.1
26906,VA,Shenandoah town,96.3,1.4,0.3,0.3,1.8,40139,13.5,75.7
26907,VA,Sherando CDP,96.2,1.5,0.1,0,0.9,34013,23.2,88.4
26908,VA,Shipman CDP,73.6,23.9,0,0,3.4,35556,29.4,88.8
26909,VA,Short Pump CDP,75,5.7,0.1,15.9,3.2,111202,1.8,97.8
26910,VA,Skyland Estates CDP,92.8,2,0.6,0.7,4.1,92868,22.4,93
26911,VA,Smithfield town,67.2,28.7,0.4,0.9,2.2,66004,16.5,89.3
26912,VA,Snowville CDP,98.7,0,0.7,0.7,3.4,83403,3.2,100
26913,VA,South Boston town,46.2,50.2,0.2,0.6,2.3,31238,28.5,82.6
26914,VA,South Hill town,52.1,42.3,0.2,2.1,2.9,38256,16.3,81.7
26915,VA,South Riding CDP,58.2,6.4,0.2,28.9,7.4,140766,2.6,96.3
26916,VA,South Run CDP,80.1,5.1,0.2,11.2,4.4,182212,3.9,97.7
26917,VA,Southampton Meadows CDP,8.6,85.6,0.2,0,2,31181,32.4,50.3
26918,VA,Southern Gateway CDP,57,27.8,0.5,3.4,11.8,58414,5.6,90
26919,VA,Southside Chesconessex CDP,99.2,0,0,0,0,(X),13.8,68.8
26920,VA,Sperryville CDP,93.6,5.3,0.3,0.3,4.1,(X),0,91.6
26921,VA,Spotsylvania Courthouse CDP,76.6,14.8,0.3,1.3,5.6,70203,11.2,88.8
26922,VA,Springfield CDP,48.7,9,0.7,24.3,25.5,88825,6.9,84.8
26923,VA,Springville CDP,97.3,0.6,0.3,0.1,0.7,30379,16,88.7
26924,VA,St. Charles town,100,0,0,0,0,17188,77.9,62.1
26925,VA,St. Paul town,94.6,1.4,0.3,0.1,2.9,44643,21,79.9
26926,VA,Stafford Courthouse CDP,60.9,30.3,0.2,3,9.2,68977,11.7,80.6
26927,VA,Stanardsville town,77.1,17.7,0,0,4.4,31250,37.7,86.8
26928,VA,Stanley town,98,0.3,0.3,0.2,1.9,32895,21.2,73.9
26929,VA,Stanleytown CDP,88.3,3.9,0.2,0.8,6.9,44338,10.5,83.5
26930,VA,Staunton city,83.7,12.1,0.2,0.8,2.2,40842,17.7,87.2
26931,VA,Stephens City town,85.1,7.1,0.1,1.8,7.3,55625,7.8,86.9
26932,VA,Sterling CDP,54.4,8.1,0.5,14.1,33.2,82323,6.8,80.6
26933,VA,Stone Ridge CDP,55,10.1,0.3,27.7,8.3,140673,1,97.5
26934,VA,Stony Creek town,71.7,26.8,0,0,3,52500,30,87.1
26935,VA,Strasburg town,90.3,5,0.2,0.9,4.2,50676,10,90.2
26936,VA,Stuart town,86.4,8.9,0.5,0.9,3.1,26750,25.8,75.8
26937,VA,Stuarts Draft CDP,93.7,3.8,0.2,0.5,1.7,46654,12.5,91.8
26938,VA,Sudley CDP,50.7,15.4,0.9,6.1,37.7,66100,10.2,82.6
26939,VA,Suffolk city,52.3,42.7,0.3,1.6,2.9,65499,11.5,87.5
26940,VA,Sugar Grove CDP,95.1,2.1,0.4,0.1,1.1,26522,21.1,54
26941,VA,Sugarland Run CDP,55.5,8.4,0.4,14.8,28.8,97235,8.3,88.2
26942,VA,Surry town,75,22.1,0.4,0,1.2,57500,12.8,79.4
26943,VA,Sussex CDP,45.7,52,2,0,3.1,66250,33.3,82.3
26944,VA,Tangier town,98.2,0.6,0,0.4,0.3,39231,15.5,70
26945,VA,Tappahannock town,46.8,48,0.2,1.9,3.5,30294,31.4,76.4
26946,VA,Tasley CDP,40,48.7,1.3,0.7,15,35375,12.7,92.8
26947,VA,Tazewell town,90.2,6.8,0.2,0.7,1.3,34191,17.3,82
26948,VA,Temperanceville CDP,64.2,29.9,0.3,0,6.7,33148,14.5,91.4
26949,VA,Templeton CDP,62.9,26.9,0.5,0.5,5.3,22692,19.3,66.7
26950,VA,The Plains town,85.3,9.2,0,0,5.5,80000,22.5,79.5
26951,VA,Thynedale CDP,4.6,94.9,0,0.5,2.5,(X),48.6,74
26952,VA,Timberlake CDP,85.9,8,0.2,2.5,2.9,48875,12.3,86.1
26953,VA,Timberville town,93.8,1.1,0.4,0,5.8,40645,21.2,80.2
26954,VA,Toms Brook town,90.3,2.3,0,0.4,7.4,55750,7.8,82.1
26955,VA,Triangle CDP,41.3,37.1,0.5,5.4,18.4,66558,11,89.3
26956,VA,Troutdale town,94.9,0,0,0,7.3,31500,10.1,75.4
26957,VA,Troutville town,94.9,1.2,0.2,0.2,2.6,41750,16.5,89.7
