Ob,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Income,poverty_rate,percent_completed_hs
15708,ND,Ardoch city,91,0,0,0,44.8,(X),2,28.3
15709,ND,Argusville city,97.9,0.2,1.5,0,0,100250,1.1,96.5
15710,ND,Arnegard city,97.4,0,0.9,0,1.7,(X),26.1,86.7
15711,ND,Arthur city,98.5,0,0,0,0.6,58542,4.7,91.4
15712,ND,Ashley city,97.3,0.1,0.1,0.7,0.4,31964,13.8,75.9
15713,ND,Auburn CDP,100,0,0,0,6.3,-,0,100
15714,ND,Ayr city,100,0,0,0,0,61250,25,91.7
15715,ND,Balfour city,96.2,0,3.8,0,3.8,(X),44.4,88.9
15716,ND,Balta city,100,0,0,0,0,(X),22,91.3
15717,ND,Bantry city,100,0,0,0,0,53125,33.3,76.9
15718,ND,Barney city,98.1,0,0,0,0,49167,3.7,97.4
15719,ND,Barton CDP,100,0,0,0,0,-,0,100
15720,ND,Bathgate city,95.3,0,4.7,0,2.3,45893,9.6,97.2
15721,ND,Beach city,97.4,0.6,0.4,0.1,2.2,34138,14.3,91.5
15722,ND,Belcourt CDP,2.6,0.2,95.8,0.1,1.4,21385,28.1,77.6
15723,ND,Belfield city,97.3,0,0.9,0.9,1.9,71042,3.9,81.6
15724,ND,Benedict city,95.5,1.5,0,0,3,37250,0,71.7
15725,ND,Bergen city,100,0,0,0,0,(X),0,81.8
15726,ND,Berlin city,88.2,0,0,11.8,0,40938,3.2,90.5
15727,ND,Berthold city,98.7,0.2,0,0,1.8,69750,2.2,94.2
15728,ND,Beulah city,94.8,0.2,2.3,0.3,2.3,75375,8.7,89.2
15729,ND,Binford city,100,0,0,0,0.5,30833,14.6,81.4
15730,ND,Bisbee city,96,0,4,0,0.8,54063,14.5,95.5
15731,ND,Bismarck city,92.4,0.7,4.5,0.6,1.3,58901,9.6,92.8
15732,ND,Blanchard CDP,88.5,0,11.5,0,0,-,0,45.5
15733,ND,Bottineau city,92.4,0.7,4.1,0.5,1.4,41765,6.1,90.3
15734,ND,Bowbells city,96.4,0,0.6,2.7,0.6,61250,22.4,81.9
15735,ND,Bowdon city,99.2,0,0.8,0,1.5,33750,9.8,84.8
15736,ND,Bowman city,97.7,0,0.2,0.1,3.9,53646,10.5,87.7
15737,ND,Braddock city,95.2,0,0,0,0,(X),0,100
15738,ND,Briarwood city,95.9,0,0,4.1,0,(X),0,100
15739,ND,Brinsmade city,100,0,0,0,0,(X),8.6,97.2
15740,ND,Brocket city,100,0,0,0,0,58750,1.1,96.4
15741,ND,Brooktree Park CDP,95,0,0,1.3,0,-,0,100
15742,ND,Buchanan city,100,0,0,0,0,91458,0,88.2
15743,ND,Bucyrus city,100,0,0,0,0,60000,5.3,77.8
15744,ND,Buffalo city,92.6,0.5,1.6,0.5,0,60625,5.2,97.8
15745,ND,Burlington city,94.2,0.1,2.7,0.2,2.1,80417,2.7,95
15746,ND,Butte city,100,0,0,0,0,36875,11.8,77.5
15747,ND,Buxton city,99.4,0.3,0.3,0,0.9,75625,1.5,96.1
15748,ND,Caledonia CDP,100,0,0,0,0,-,0,100
15749,ND,Calio city,100,0,0,0,0,-,0,100
15750,ND,Calvin city,100,0,0,0,0,128750,0,100
15751,ND,Cando city,96.1,0.2,2.3,0,0.5,48125,19.8,91
15752,ND,Cannon Ball CDP,4.8,0.1,92.9,0,1.4,31932,45.6,79.6
15753,ND,Canton City city,97.8,0,0,0,0,(X),0,78.6
15754,ND,Carpio city,99.4,0,0.6,0,0,50250,10.2,90.9
15755,ND,Carrington city,98.1,0.1,0.7,0.1,0.7,52163,9.2,86.9
15756,ND,Carson city,99.3,0,0.3,0,0.7,37500,13.4,88.7
15757,ND,Casselton city,97.3,0.1,0.9,0.1,2.4,63958,5.6,95.6
15758,ND,Cathay city,97.7,0,2.3,0,0,(X),9.4,78.1
15759,ND,Cavalier city,95.4,0,2.2,0.2,2.7,37750,4.3,91.4
15760,ND,Cayuga city,100,0,0,0,0,29375,23.3,97.2
15761,ND,Center city,96,0.5,3.2,0,1.9,50313,11.6,84.8
15762,ND,Christine city,98,0,0,1.3,2.7,63750,2.9,95.5
15763,ND,Churchs Ferry city,100,0,0,0,0,-,0,100
15764,ND,Cleveland city,100,0,0,0,0,56250,0,91.7
15765,ND,Clifford city,100,0,0,0,0,(X),21.1,100
15766,ND,Cogswell city,94.9,0,5.1,0,0,33750,5.1,75
15767,ND,Coleharbor city,96.2,0,0,0,5.1,28750,14.3,91.4
15768,ND,Colfax city,100,0,0,0,0,108750,2.5,97.4
15769,ND,Columbus city,95.5,1.5,0,2.3,0,36000,36.5,72.2
15770,ND,Conway city,100,0,0,0,0,7083,44.4,66.7
15771,ND,Cooperstown city,99.2,0.2,0.1,0.4,0.3,45417,9.1,88
15772,ND,Courtenay city,100,0,0,0,0,97917,29.8,96.6
15773,ND,Crary city,95.1,0,4.2,0,2.1,53333,3.8,86.4
15774,ND,Crosby city,98.1,0.3,0.5,0.3,1.9,47232,6.9,86.3
15775,ND,Crystal city,93.5,0,1.4,0,5.8,51563,3.5,88.3
15776,ND,Dahlen CDP,100,0,0,0,5.6,-,0,100
15777,ND,Davenport city,92.9,0,0.4,0,10.7,67500,6.3,92.5
15778,ND,Dawson city,100,0,0,0,8.2,48125,2.7,94.3
15779,ND,Dazey city,98.1,0,0,0,1.9,25625,15.3,92.3
15780,ND,De Lamere CDP,93.3,0,0,3.3,13.3,39688,10,100
15781,ND,Deering city,92.9,0,0,3.1,2,63611,18,98.7
15782,ND,Denhoff CDP,100,0,0,0,0,(X),64.3,100
15783,ND,Des Lacs city,96.6,0,2,0,0.5,75000,10.1,96
15784,ND,Devils Lake city,82.9,0.5,12.5,0.4,1.3,41240,13.6,87.9
15785,ND,Dickey city,100,0,0,0,0,41250,13.3,88.9
15786,ND,Dickinson city,94.2,1,1.2,1.5,2.1,71144,7.1,89.9
15787,ND,Dodge city,89.7,0,9.2,0,1.1,(X),27.8,69.6
15788,ND,Donnybrook city,96.6,0,0,0,0,49375,8.2,71
15789,ND,Douglas city,95.3,0,3.1,0,3.1,48750,7.5,92.5
15790,ND,Drake city,97.8,0,0.4,0,2.5,33958,17.2,73.9
15791,ND,Drayton city,98.3,0.4,0.6,0,1.5,49583,7.2,86.1
15792,ND,Driscoll CDP,96.3,0,3.7,0,1.2,36500,36.5,92
15793,ND,Dunn Center city,93.8,0,1.4,0,1.4,58036,2.1,83.1
15794,ND,Dunseith city,15,0.9,79.6,0,2.2,22000,52.2,77.2
15795,ND,Dwight city,100,0,0,0,0,72917,0,86.2
15796,ND,East Dunseith CDP,1,0.2,98.6,0,1.6,24545,46.3,78
15797,ND,East Fairview CDP,94.7,0,2.6,0,0,77813,12.5,97
15798,ND,Edgeley city,99.5,0,0,0.2,1.2,52614,9.5,85.7
15799,ND,Edinburg city,95.4,0,0,0.5,2.6,47321,10,92
15800,ND,Edmore city,96.7,0,1.6,0,0.5,24792,8.2,76.9
15801,ND,Egeland city,89.3,0,10.7,0,0,36000,4,100
15802,ND,Elgin city,98.3,0,0.9,0,0.2,35625,20.1,83.6
15803,ND,Ellendale city,94.5,1.2,1.7,0.2,1.2,42661,13.7,85
15804,ND,Elliott city,92,0,0,4,0,(X),6.7,73.3
15805,ND,Embden CDP,100,0,0,0,0,(X),0,75
15806,ND,Emerado city,80.2,4.6,7,1.9,7.2,38250,23.9,88.6
15807,ND,Enderlin city,98.6,0.2,0.8,0.1,2.4,46296,12.7,88.2
15808,ND,Englevale CDP,100,0,0,0,0,-,0,100
15809,ND,Epping city,81,0,11,5,0,60625,6.2,69.4
15810,ND,Erie CDP,98,0,2,0,0,(X),3.4,72.2
15811,ND,Esmond city,99,0,1,0,0,31250,13.6,77.6
15812,ND,Fairdale city,92.1,0,0,2.6,5.3,45625,28.1,87.5
15813,ND,Fairmount city,94,0.3,1.6,0.3,2.7,45750,8.5,91.3
15814,ND,Fargo city,90.2,2.7,1.4,3,2.2,46175,14.9,94.6
15815,ND,Fessenden city,98.7,0.2,0.2,0,0,55909,1.3,94.2
15816,ND,Fingal city,96.9,1,2.1,0,0,47188,3.2,100
15817,ND,Finley city,95.7,0.2,2.2,0,0.7,46146,9.1,88.2
15818,ND,Flasher city,97.8,0,0.4,0.4,0,58125,4.7,87.9
15819,ND,Flaxton city,100,0,0,0,18.2,53750,8.5,85
15820,ND,Forbes city,100,0,0,0,0,65313,3,96
15821,ND,Fordville city,94.3,0,0.5,0.5,7.5,51250,3.6,90.7
15822,ND,Forest River city,99.2,0,0,0,16,53125,3.2,72
15823,ND,Forman city,98.6,0.2,0.2,0,1.2,41983,11,91.5
15824,ND,Fort Ransom city,100,0,0,0,2.6,44000,6.5,95.8
15825,ND,Fort Totten CDP,1,0,98.1,0,1,23333,68.2,76.6
15826,ND,Fort Yates city,5.4,0,92.4,0,2.2,38750,34,91.1
15827,ND,Fortuna city,95.5,0,0,0,4.5,(X),0,69.2
15828,ND,Four Bears Village CDP,2.1,0,96.3,0.2,1.9,24250,45.3,93.3
15829,ND,Foxholm CDP,100,0,0,0,0,61607,17.2,100
15830,ND,Fredonia city,100,0,0,0,0,53393,0,86.5
15831,ND,Frontier city,98.6,0.9,0,0,0.5,117917,0,97.5
15832,ND,Fullerton city,98.1,0,0,0,1.9,55833,0,94.5
15833,ND,Gackle city,97.1,0.3,1,1,0.6,41563,12.3,82.5
15834,ND,Galesburg city,98.1,0,1.9,0,0,43958,13.7,88.4
15835,ND,Gardena city,100,0,0,0,0,41250,0,100
15836,ND,Gardner city,100,0,0,0,2.7,62917,6.8,100
15837,ND,Garrison city,93.3,0.1,4.5,0.1,2.1,48700,15.3,87.6
15838,ND,Gascoyne city,100,0,0,0,0,41250,9.1,100
15839,ND,Gilby city,94.5,0,0,0,7.6,48500,12.1,88.5
15840,ND,Gladstone city,96.2,0,0,0.4,1.3,62250,12.8,92.7
15841,ND,Glen Ullin city,97.3,0,0.5,0.2,0.4,48839,7.8,83
15842,ND,Glenburn city,95.3,0,0.3,0.8,2.1,60625,14.8,96.3
15843,ND,Glenfield city,100,0,0,0,0,32083,8.1,89.6
15844,ND,Golden Valley city,97.3,0,1.1,1.1,1.6,58750,8.3,86.8
15845,ND,Golva city,100,0,0,0,0,31250,2.9,83.8
15846,ND,Goodrich city,98,0,2,0,0,48654,18.1,81.8
15847,ND,Grace City city,98.4,0,1.6,0,0,50000,20.7,95.1
15848,ND,Grafton city,89.2,0.4,2.8,0.4,14.1,42794,15.3,85.2
15849,ND,Grand Forks AFB CDP,77.1,10.2,0.5,2.8,10,41538,5.7,99.2
15850,ND,Grand Forks city,89.7,2,2.9,2.2,2.8,46149,20.4,92.9
15851,ND,Grandin city,95.4,0,1.7,0,2.3,60208,0.9,96.6
15852,ND,Grano city,100,0,0,0,0,-,0,100
15853,ND,Granville city,97.1,0,1.2,0.4,3.3,60536,6.8,91.8
15854,ND,Great Bend city,100,0,0,0,0,28750,34.8,93
15855,ND,Green Acres CDP,3.5,0.2,95,0,2.1,8696,73,80.4
15856,ND,Grenora city,97.5,0.4,0.8,0,4.5,51458,5.1,92.1
15857,ND,Gwinner city,97.3,0,0.8,0.5,2,67583,3.8,92.5
15858,ND,Hague city,100,0,0,0,1.4,34583,7,79.2
15859,ND,Halliday city,90.4,0.5,5.9,1.6,0.5,51058,9.3,90.9
15860,ND,Hamberg city,100,0,0,0,0,(X),12.5,50
15861,ND,Hamilton city,100,0,0,0,0,51250,0,100
15862,ND,Hampden city,97.9,0,0,0,0,68750,2.8,90
15863,ND,Hankinson city,93.8,0,3.7,0,2.8,47721,16.1,87.1
15864,ND,Hannaford city,97.7,0,2.3,0,0,38438,11.3,86.5
15865,ND,Hannah city,100,0,0,0,0,26667,30,100
15866,ND,Hansboro city,100,0,0,0,0,(X),33.3,90.9
15867,ND,Harmon CDP,99.3,0,0.7,0,0,119327,0,100
15868,ND,Harvey city,98.5,0.1,0.6,0,1,37222,7.7,78
15869,ND,Harwood city,98.6,0.1,0.8,0,0.1,88333,0.6,97.9
15870,ND,Hatton city,97.6,0,0.4,0.1,2.1,42396,14.9,84.8
15871,ND,Havana city,97.2,0,0,0,1.4,45625,2.9,83.3
15872,ND,Haynes city,78.3,0,21.7,0,0,33750,0,71.4
15873,ND,Hazelton city,97.4,0,2.1,0,1.7,29615,21.1,87.5
15874,ND,Hazen city,96.6,0.4,1.8,0.3,1.2,73621,7.3,91.9
15875,ND,Hebron city,96.5,0,0.7,0.1,1.9,57917,8.9,83
15876,ND,Heil CDP,100,0,0,0,0,(X),17.6,76.5
15877,ND,Heimdal CDP,100,0,0,0,0,-,0,100
15878,ND,Hettinger city,97.4,0.2,0.7,0.7,0.9,56071,8.8,97.3
15879,ND,Hillsboro city,93.9,0.1,1.5,0.6,5.5,42679,12,88.5
15880,ND,Hoople city,93,0,0,0,9.1,56250,9.6,69.5
15881,ND,Hope city,100,0,0,0,0,57639,3,94.1
15882,ND,Horace city,97.1,0.5,1.4,0.2,0.9,109250,1.2,95.6
15883,ND,Hunter city,97.7,0,0,0,0,65156,11.9,96.5
15884,ND,Hurdsfield city,100,0,0,0,0,52500,3.4,79.2
15885,ND,Inkster city,90,0,4,0,0,35000,3.3,83.3
15886,ND,Jamestown city,94.6,0.8,1.8,0.6,2.1,48362,12.8,88.8
15887,ND,Jessie CDP,84,16,0,0,0,-,0,60.7
15888,ND,Jud city,97.2,0,0,0,0,26250,7,97.8
15889,ND,Karlsruhe city,100,0,0,0,0,69750,0,85
15890,ND,Kathryn city,100,0,0,0,0,30000,11.1,82.1
15891,ND,Kenmare city,95.9,0.2,0.6,0.7,2.6,52243,4.6,89
15892,ND,Kensal city,100,0,0,0,0,56667,2.5,87.6
15893,ND,Kief city,100,0,0,0,0,(X),22.2,100
15894,ND,Killdeer city,93.3,0.1,3.6,0.4,0.9,66442,10.4,88
15895,ND,Kindred city,96,0.1,0.7,0,1.4,60000,12,90.3
15896,ND,Knox city,100,0,0,0,0,75833,20.6,91.2
15897,ND,Kramer city,100,0,0,0,0,76000,15,78.1
15898,ND,Kulm city,97.7,0,0.3,0,4.5,46000,5.8,84.6
15899,ND,Lakota city,96.7,0.3,1.9,0,0,46750,7.5,87.5
15900,ND,LaMoure city,98.2,0,1.2,0,0.4,52143,10,88.1
15901,ND,Landa city,100,0,0,0,0,42083,25.9,54.8
15902,ND,Langdon city,97.2,0.2,0.7,0.2,0.8,60500,6.1,86.4
15903,ND,Lankin city,93.9,0,2,1,1,52500,9.3,92.9
15904,ND,Lansford city,96.7,1.2,0.4,0,3.7,66667,7.6,94.2
15905,ND,Larimore city,92.3,0.8,1.6,0.4,4.2,47829,10.4,88.6
15906,ND,Larson CDP,100,0,0,0,0,-,0,33.3
15907,ND,Lawton city,100,0,0,0,0,38750,5,70
15908,ND,Leal city,95,0,0,0,0,(X),5.3,100
15909,ND,Leeds city,97.4,0,1.4,0,0.9,51932,12.4,91.6
15910,ND,Lehr city,100,0,0,0,0,32500,15.8,65.8
15911,ND,Leith city,93.8,6.3,0,0,0,58125,0,100
15912,ND,Leonard city,97.8,0,1.3,0,2.2,56250,9.5,91
15913,ND,Lidgerwood city,97.5,0,2,0,0.9,40658,14.2,80.1
15914,ND,Lignite city,96.1,0,2.6,0.6,4.5,76250,7.7,92.5
15915,ND,Lincoln city,94.6,0.9,2,0.1,0.5,66090,1.8,95.6
15916,ND,Linton city,98.2,0.1,0.2,0.3,0.5,30865,10,78.3
15917,ND,Lisbon city,97,0.5,0.5,0.6,1.3,55320,8.4,89.6
15918,ND,Litchville city,94.8,0.6,0.6,0,0.6,53750,30.3,78.9
15919,ND,Logan CDP,97.4,0,0,0,0.5,(X),12.7,100
15920,ND,Loma city,100,0,0,0,0,-,0,100
15921,ND,Loraine city,100,0,0,0,0,-,0,100
15922,ND,Ludden city,100,0,0,0,0,61250,0,85.2
15923,ND,Luverne city,90.3,0,6.5,0,0,(X),10.7,92.9
15924,ND,Maddock city,95.5,0.3,3.1,0.3,1.6,36058,14,95.1
15925,ND,Makoti city,95.5,0,0,0,1.3,38750,12.7,91.5
15926,ND,Mandan city,91.7,0.6,4.9,0.2,1.8,59078,9.3,91.8
15927,ND,Mandaree CDP,3,0,96.1,0,7.2,34500,55.1,83.1
15928,ND,Manning CDP,98.6,0,0,0,0,89250,13.6,100
15929,ND,Mantador city,92.2,0,3.1,1.6,0,48750,19.5,95.3
15930,ND,Manvel city,99.2,0,0.3,0,0.8,61375,8.1,92.2
15931,ND,Mapleton city,94.4,3.4,0.4,0,3.5,76324,7.2,93.9
15932,ND,Marion city,98.5,0,0,0,0,56563,7.9,83.8
15933,ND,Marmarth city,89.7,0,9.6,0,8.1,24107,26.6,68
15934,ND,Martin city,100,0,0,0,0,52188,8.3,93
15935,ND,Max city,94.3,0,2.7,0,0.3,53750,8.5,91.2
15936,ND,Maxbass city,89.3,0,1.2,0,1.2,27500,59.6,78.3
15937,ND,Mayville city,94.2,1.8,0.6,0.2,2,43056,15.4,92.9
15938,ND,McClusky city,91.8,0.5,2.9,0,2.1,33611,22.2,82.3
15939,ND,McHenry city,98.2,0,0,0,1.8,47917,46.8,84.3
15940,ND,McLeod CDP,100,0,0,0,0,-,0,100
15941,ND,McVille city,98.3,0.3,0,0,0.3,46042,8.7,94.7
15942,ND,Medina city,96.4,0,0,0.3,0.6,37917,12.8,86
15943,ND,Medora city,93.8,0,1.8,3.6,0,49018,15.8,94.4
15944,ND,Menoken CDP,100,0,0,0,4.3,73125,2.4,92.2
15945,ND,Mercer city,97.9,0,0,1.1,0,28750,15.8,81
15946,ND,Michigan City city,96.9,0,1.7,0,1,55625,4.9,94.3
15947,ND,Milnor city,98.6,0,0.5,0,0.2,56250,4.8,91.1
15948,ND,Milton city,96.6,0,3.4,0,0,67857,3.3,90.7
15949,ND,Minnewaukan city,84.8,0,11.2,0,1.3,42273,16.4,89.7
15950,ND,Minot AFB CDP,76.8,9.9,0.8,2.8,9.9,39639,9,96.6
15951,ND,Minot city,90.2,2.3,3.2,0.9,2.7,60721,8.1,93
15952,ND,Minto city,95.9,0.3,0.2,0,15.7,63281,6.1,85.2
15953,ND,Mohall city,97.1,0.3,1.1,0.1,1.3,61111,7.4,93.2
15954,ND,Monango city,86.1,0,0,0,0,(X),3.7,91.3
15955,ND,Montpelier city,100,0,0,0,0,59688,10.2,89.2
15956,ND,Mooreton city,93.9,0,3.6,0.5,0,65000,14.3,92.9
15957,ND,Mott city,97.9,0,0.4,0,0,46579,17.3,88.7
15958,ND,Mountain city,97.8,0,1.1,0,1.1,50625,8.9,79.2
15959,ND,Munich city,99.5,0,0,0,0,54583,5.2,90.6
15960,ND,Mylo city,95,0,5,0,0,80625,10,100
15961,ND,Napoleon city,98.4,0.1,0.6,0,1,43750,9.8,75.8
15962,ND,Nash CDP,93.8,0,0,0,28.1,-,0,100
15963,ND,Neche city,99.5,0,0,0,1.9,53125,2.8,87.2
15964,ND,Nekoma city,100,0,0,0,0,97813,0,100
15965,ND,New England city,90.8,1,6,0.2,0.5,52321,9.1,86.2
15966,ND,New Leipzig city,97.3,0,0.9,0,0,44375,10.5,91.1
15967,ND,New Rockford city,95.7,0.1,1.7,0.4,2.9,45677,16.1,85.3
15968,ND,New Salem city,96.4,0,2.3,0.1,1.2,50750,8.1,89.1
15969,ND,New Town city,17.8,0.2,76.4,0.1,4.3,54038,19.9,91
15970,ND,Newburg city,91.8,0,0,0,9.1,59028,0.7,94.6
15971,ND,Niagara city,98.1,0,0,0,1.9,47500,4.9,78.6
15972,ND,Nome city,100,0,0,0,0,105208,0,97.4
15973,ND,Noonan city,95.9,0,1.7,1.7,0.8,70227,25.5,93.4
15974,ND,North River city,100,0,0,0,0,114375,0,95.1
15975,ND,Northwood city,98,0.1,0.1,0.2,0.4,36354,9.1,90.3
15976,ND,Oakes city,96.1,0.5,0.3,0.8,3.8,52826,5.1,85.8
15977,ND,Oberon city,62.9,0,31.4,0,9.5,42917,27.7,82.9
15978,ND,Oriska city,94.9,0,0,0,4.2,(X),27.5,83.3
15979,ND,Orrin CDP,77.3,22.7,0,0,0,-,-,-
15980,ND,Osnabrock city,96.3,0,2.2,0,0.7,38750,14.5,84
15981,ND,Overly city,83.3,0,16.7,0,0,26250,52.2,100
15982,ND,Oxbow city,100,0,0,0,2.6,133438,2.4,99.1
15983,ND,Page city,98.7,0,0,0.4,7.8,50000,6.8,91.7
15984,ND,Palermo city,95.9,1.4,1.4,0,1.4,45417,15.4,81
15985,ND,Park River city,97,0,1.3,0.2,2.4,42692,14.9,87.8
15986,ND,Parshall city,30.6,0.3,62.7,0,6.5,60962,18.6,85
15987,ND,Pekin city,92.9,0,0,0,7.1,50625,0,88.7
15988,ND,Pembina city,94.1,0.5,0.3,1,1.4,71250,5.1,96.6
15989,ND,Perth city,100,0,0,0,0,-,0,100
15990,ND,Petersburg city,97.4,0.5,1,0.5,2.6,46250,22,94.2
15991,ND,Pettibone city,98.6,0,0,0,2.9,26250,9.5,59.1
15992,ND,Pick City city,99.2,0,0.8,0,0.8,38472,13.6,84
15993,ND,Pillsbury city,100,0,0,0,0,35417,0,55.6
15994,ND,Pingree city,98.3,0,0,0,5,48125,3.4,97.5
15995,ND,Pisek city,93.4,0,4.7,0,2.8,34615,2.7,70
15996,ND,Plaza city,93,0,1.8,0,6.4,44750,16.7,93.8
15997,ND,Porcupine CDP,0,0,96.6,0,3.4,43750,29.3,100
15998,ND,Portal city,96,0.8,2.4,0,4,51250,2.6,86.8
15999,ND,Portland city,95,0.7,1.5,0.5,2.6,47361,24.4,87.3
16000,ND,Powers Lake city,98.2,0,1.1,0.4,1.1,37750,12.4,89.3
16001,ND,Prairie Rose city,100,0,0,0,0,108750,0,100
16002,ND,Raleigh CDP,91.7,0,8.3,0,0,-,0,100
16003,ND,Ray city,95.9,0,2.5,0.3,1,77500,5.1,93.8
16004,ND,Reeder city,95.7,0.6,1.2,0,1.2,38125,8.8,90.6
16005,ND,Regan city,95.3,0,0,0,0,25625,57.9,78.4
16006,ND,Regent city,97.5,0,1.9,0,0,50625,13.2,93.9
16007,ND,Reile's Acres city,98.4,0.2,0.2,0.8,0.8,126750,0.6,99.3
16008,ND,Reynolds city,97.7,0.7,1,0.7,2.3,52188,16,95.3
16009,ND,Rhame city,98.2,0,0,0,0,54500,6.3,87.7
16010,ND,Richardton city,98.3,0,0.8,0.2,2.3,56250,5.3,87
16011,ND,Riverdale city,94.6,0,2.9,2,0,49375,2.8,97.4
16012,ND,Robinson city,100,0,0,0,0,(X),24.2,87.5
16013,ND,Rocklake city,95,0,5,0,0,48594,28.4,87.2
16014,ND,Rogers city,100,0,0,0,0,43750,0,88
16015,ND,Rolette city,56.9,0.2,37.9,0,1,35972,22,84
16016,ND,Rolla city,54.1,0.1,40.9,0.6,1.8,38542,30.2,84.4
16017,ND,Ross city,94.8,0,4.1,0,2.1,13365,56.8,88.5
16018,ND,Rugby city,91.9,0.3,5.8,0,1.3,37898,18.5,85.3
16019,ND,Ruso city,100,0,0,0,0,-,0,50
16020,ND,Ruthville CDP,84.3,0.5,8.9,1,3.1,33295,37.3,100
16021,ND,Rutland city,97.5,0,1.2,0.6,0,51250,6.1,91.2
16022,ND,Ryder city,96.5,0,3.5,0,0,(X),10.7,86.8
16023,ND,Sanborn city,99,0,0,0,0,55972,4,92.2
16024,ND,Sarles city,96.4,0,3.6,0,0,(X),23.5,93.3
16025,ND,Sawyer city,96.6,0.3,1.1,0.3,0.8,63750,3.6,88.7
16026,ND,Scranton city,96.1,0,3.2,0,0.7,70469,7.6,95.9
16027,ND,Selfridge city,33.1,0.6,58.1,1.3,2.5,28125,36.1,88.9
16028,ND,Selz CDP,97.8,0,0,2.2,0,-,100,0
16029,ND,Sentinel Butte city,100,0,0,0,0,(X),3.3,98.4
16030,ND,Sharon city,93.8,0,6.3,0,0,33125,11,78.9
16031,ND,Sheldon city,94.8,0,1.7,0,0,39063,1.3,94.1
16032,ND,Shell Valley CDP,1.8,0,97.8,0,0.3,53224,33.5,90
16033,ND,Sherwood city,99.2,0,0,0,0.4,48750,4.9,89.9
16034,ND,Sheyenne city,81.4,1,14.7,0,1,43750,15.1,93.2
16035,ND,Sibley city,96.7,0,3.3,0,0,(X),42.4,85.7
16036,ND,Solen city,36.1,0,51.8,0,0,38750,26.7,93.9
16037,ND,Souris city,96.6,0,1.7,0,0,36250,17.6,78.6
16038,ND,South Heart city,99,0,0,0,0.7,68250,5.8,89.3
16039,ND,Spiritwood CDP,100,0,0,0,0,-,0,57.1
16040,ND,Spiritwood Lake city,100,0,0,0,0,66250,3.8,96.7
16041,ND,Springbrook city,100,0,0,0,0,50833,0,100
16042,ND,St. John city,23.2,0.3,66,1.2,0.9,33750,20.3,81.7
16043,ND,St. Thomas city,94.6,0,0.6,0,19.6,44821,2.3,85.1
16044,ND,Stanley city,97.4,0.2,0.5,0.5,3.9,57614,7,95.6
16045,ND,Stanton city,97.3,0,0.3,0.3,0.3,56000,0.8,90.2
16046,ND,Starkweather city,86.3,0,9.4,0,3.4,55000,19.5,96.1
16047,ND,Steele city,95.9,0.7,0.3,2.1,1.5,46705,10.9,93.2
16048,ND,Strasburg city,99.8,0,0,0,0.2,22188,17.2,70.8
16049,ND,Streeter city,97.1,0,0,2.4,0,40000,10.8,73.9
16050,ND,Surrey city,95.3,0.6,1.3,0.3,1.4,82500,0,91.1
16051,ND,Sutton CDP,94.1,5.9,0,0,0,-,33.3,33.3
16052,ND,Sykeston city,98.3,0,0,0.9,0,60750,4.3,85.1
16053,ND,Tappen city,97,0.5,0,0,2.5,56667,15.6,80.2
16054,ND,Taylor city,98.6,0,0.7,0,0.7,46389,14.5,96.1
16055,ND,Thompson city,98.1,0.3,1,0.1,0.9,91136,3.7,93.7
16056,ND,Tioga city,96.9,0.1,0.5,0.6,0.7,57090,3.7,85.6
16057,ND,Tolley city,100,0,0,0,0,(X),6.9,88.9
16058,ND,Tolna city,97,0,1.8,0,0,37292,4.7,97.8
16059,ND,Tower City city,97.6,0,1.6,0,0,51094,9.4,94.5
16060,ND,Towner city,96.6,0,1.9,0,5.3,41397,13.3,89
16061,ND,Turtle Lake city,95.5,0.3,2.1,0.2,0.2,43235,13.9,88.3
16062,ND,Tuttle city,100,0,0,0,0,33125,23.6,87.5
16063,ND,Underwood city,95.5,0.3,1.8,0,0.6,53594,12.4,84.1
16064,ND,Upham city,96.2,0.8,0.8,0.8,0,33438,26.2,87.3
16065,ND,Valley City city,95.2,1.2,0.7,0.8,1.5,47683,8.5,90.2
16066,ND,Velva city,98.7,0,0.4,0.1,1.4,40956,24.8,88
16067,ND,Venturia city,100,0,0,0,0,16591,0,54.2
16068,ND,Verona city,97.6,0,1.2,0,0,37500,14.1,80.6
16069,ND,Voltaire city,95,2.5,0,0,0,77500,24.4,93.9
16070,ND,Wahpeton city,92.6,1.3,3.1,0.8,2,48011,13.2,91.2
16071,ND,Walcott city,96.6,0.9,0,0,2.6,70179,0,93
16072,ND,Wales city,90.3,0,0,0,0,56250,8.1,92.3
16073,ND,Walhalla city,88.3,0.1,8.7,0,1.7,36685,16.1,80.5
16074,ND,Warwick city,56.9,0,40,0,3.1,45417,20.5,78.1
16075,ND,Washburn city,98,0.1,0.6,0,1.1,64583,5.4,98.2
16076,ND,Watford City city,93.6,0.1,3.4,0.7,1.9,70161,6.3,91.8
16077,ND,West Fargo city,93.5,2,1,1.4,1.8,69549,7.1,95.6
16078,ND,Westhope city,95.1,0,1.2,0.2,0.5,53269,9.8,88.1
16079,ND,Wheatland CDP,98.5,0,1.5,0,0,52321,0,100
16080,ND,White Earth city,97.5,2.5,0,0,5,41484,61.7,100
16081,ND,White Shield CDP,2.1,0,96.7,0,5.4,41250,32.2,91.8
